timestamp,policy_version,local_ready,local_models,openrouter_ready,anthropic_ready,openai_ready,low_risk_route,high_risk_route,notes
2026-02-18 00:00:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 00:30:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 01:00:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 01:30:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 02:00:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 02:30:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 03:00:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 03:30:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 04:00:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 04:30:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 06:00:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 06:30:06,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 07:00:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 07:30:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 08:00:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 08:30:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 09:00:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 09:30:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 10:00:01,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 10:30:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 11:00:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
2026-02-18 11:30:00,2026-02-15,yes,mistral:instruct|qwen-gguf:latest,no,no,no,ollama:mistral:instruct,ollama:mistral:instruct,budget-first routing active node_role=worker
